timestamp,label,p0,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,p21,p22,p23,p24,p25,p26,p27,p28,p29,p30,p31,p32,p33,p34,p35,p36,p37,p38,p39,p40,p41,p42,p43,p44,p45,p46,p47,p48,p49,p50,p51,p52,p53,p54,p55,p56,p57,p58,p59,p60,p61,p62,p63
2026-02-19T23:11:06.424791Z,empty,21.0,21.75,20.75,21.25,21.5,21.5,21.25,21.0,21.5,21.25,21.75,20.75,21.25,21.0,21.0,20.75,21.25,21.0,21.5,21.5,21.5,21.25,20.75,21.0,21.5,21.5,21.25,22.25,21.75,21.25,21.0,21.0,21.25,21.25,21.5,22.5,21.75,21.0,21.0,20.75,21.0,21.0,21.5,22.5,21.75,21.5,21.25,20.25,21.25,21.25,21.25,21.5,21.5,21.0,21.25,20.75,21.5,22.0,20.75,20.25,21.0,20.0,20.25,20.75
2026-02-19T23:11:07.520735Z,empty,21.25,22.0,21.75,22.0,21.25,21.5,21.5,20.75,21.75,21.25,21.75,21.5,22.0,20.75,21.25,21.25,21.25,21.5,21.25,21.75,21.75,21.25,21.0,21.5,21.0,21.75,21.25,22.75,21.5,21.5,21.0,22.0,21.0,21.75,21.5,22.75,21.75,21.25,21.0,20.75,21.75,21.5,22.0,23.0,21.25,21.5,21.5,20.75,21.25,21.5,21.5,21.25,21.5,20.75,21.0,21.0,21.25,22.0,21.25,21.5,21.0,21.25,20.5,20.25
2026-02-19T23:11:35.440043Z,empty,21.75,21.5,21.5,21.75,21.5,21.75,21.25,21.25,21.5,21.75,21.5,21.25,21.5,21.25,21.5,21.5,21.75,21.75,21.75,22.0,21.75,21.25,21.25,21.5,21.0,22.0,21.5,22.75,22.0,21.25,21.5,21.25,21.75,21.75,22.25,22.75,22.0,21.0,21.5,20.75,21.5,21.5,21.5,22.75,21.5,21.75,21.5,21.5,21.25,21.75,21.5,21.5,21.75,21.0,21.0,21.25,21.0,21.75,21.0,21.25,20.75,21.0,20.5,21.5
2026-02-19T23:11:38.081650Z,present,45.0,45.25,45.25,45.25,45.25,45.25,45.75,46.75,44.5,45.5,45.75,46.0,46.25,46.0,46.25,46.75,44.5,45.5,46.25,46.0,46.5,46.0,46.25,46.75,44.25,46.0,46.25,47.0,46.75,46.75,47.0,46.5,44.75,46.0,46.75,46.5,47.0,46.5,46.25,46.5,44.5,45.5,46.25,46.0,46.0,46.5,46.0,46.5,44.0,45.25,45.5,45.75,46.0,45.75,45.75,46.5,43.75,44.25,44.0,44.5,44.75,44.75,44.25,45.5
2026-02-19T23:11:39.135066Z,present,47.25,48.5,48.5,49.0,49.25,49.0,48.5,49.75,47.5,49.75,50.5,51.0,51.25,51.0,51.0,50.25,48.75,51.0,52.0,52.5,52.75,52.75,51.5,51.25,49.5,52.0,52.75,53.75,53.5,53.25,52.0,51.75,49.75,52.0,53.5,54.0,54.0,53.5,52.75,51.75,49.5,52.0,53.25,54.0,53.5,53.5,52.5,51.75,48.75,51.25,52.0,52.75,53.0,52.5,51.5,51.75,48.25,49.5,50.0,50.75,50.5,50.75,49.75,50.5
2026-02-19T23:11:39.715293Z,present,51.5,52.25,53.0,53.0,53.0,53.5,53.25,54.5,52.0,54.0,54.75,55.5,55.5,55.0,54.75,55.25,52.5,55.25,56.25,56.5,56.5,56.5,56.0,55.75,53.0,56.0,56.75,57.75,57.75,57.5,56.5,56.25,53.5,55.75,57.5,58.0,58.0,57.75,56.75,56.5,53.25,55.75,57.0,57.5,57.5,57.25,56.5,56.25,52.5,54.75,55.75,56.25,56.5,56.25,55.75,55.75,51.5,53.25,54.0,54.25,54.0,53.75,53.25,54.5
2026-02-19T23:11:40.599971Z,present,55.75,57.0,57.5,58.0,58.25,58.0,58.25,59.5,56.0,58.5,60.0,60.5,60.5,60.25,60.0,60.5,57.25,60.25,61.25,62.0,62.0,61.5,61.0,61.0,57.75,61.0,62.25,63.0,63.0,62.5,62.0,61.5,57.75,61.0,62.5,63.25,63.5,62.75,62.25,62.0,58.0,60.75,62.0,62.75,62.75,62.5,61.5,62.0,57.25,59.5,60.5,61.5,61.75,61.25,60.25,61.25,56.0,57.75,58.5,58.75,58.5,58.25,58.5,59.75
2026-02-19T23:11:41.575798Z,present,57.5,58.75,59.0,59.5,60.0,60.25,59.75,62.0,57.75,60.25,61.25,61.75,61.75,62.0,61.75,63.0,58.5,61.5,62.75,63.75,63.75,63.25,62.5,63.25,59.25,62.25,63.75,64.75,64.75,64.5,63.5,63.75,59.75,62.5,64.0,65.0,65.0,64.75,63.75,64.25,59.0,62.25,63.5,64.75,64.25,64.25,63.25,63.75,58.5,61.0,62.5,63.0,63.0,63.0,62.25,63.25,57.75,59.0,60.5,60.25,60.25,60.25,59.75,62.0
2026-02-19T23:11:42.743809Z,present,57.75,59.0,59.75,59.75,60.25,59.75,60.25,62.5,57.5,60.25,61.25,61.5,62.0,62.0,61.5,63.25,58.5,61.5,62.75,63.5,63.5,63.0,62.5,63.75,59.25,62.0,63.75,64.25,64.25,64.25,63.75,64.25,59.5,62.5,64.25,64.25,65.0,64.5,63.5,64.25,59.25,62.25,63.5,64.25,64.25,64.25,63.5,64.25,59.0,61.0,62.5,63.0,63.25,63.0,62.5,63.75,58.0,59.5,60.25,60.5,60.25,60.5,60.25,62.25
2026-02-19T23:11:44.173123Z,present,57.0,58.0,58.5,59.0,59.0,59.0,59.75,62.0,57.25,59.25,60.25,60.75,60.5,61.0,60.5,62.25,57.5,60.5,61.5,62.25,62.25,62.0,61.5,62.75,58.25,61.25,62.75,63.0,63.5,63.25,62.5,63.0,58.5,61.0,62.5,63.5,63.5,63.25,62.25,62.75,58.5,61.0,62.5,63.0,63.0,63.0,62.25,62.75,57.75,60.0,61.0,61.75,62.0,61.75,61.5,62.75,57.5,58.5,59.0,59.5,59.5,59.25,59.5,61.75
2026-02-19T23:11:46.748411Z,present,55.5,56.75,57.0,57.25,57.5,57.75,57.75,60.25,55.75,57.75,58.5,58.75,59.5,59.25,59.25,60.75,56.25,58.5,59.75,60.0,60.25,60.5,60.0,60.5,57.0,59.25,60.25,60.75,61.0,60.75,60.5,61.25,57.0,59.5,60.75,61.25,61.5,61.25,61.0,61.75,57.25,59.25,60.5,61.0,61.5,60.75,60.5,61.25,56.75,58.75,59.25,60.0,60.0,60.0,60.0,61.25,56.25,57.0,57.25,58.25,58.0,57.75,58.0,60.25
2026-02-19T23:11:47.603863Z,empty,38.5,39.0,38.5,38.75,38.75,39.0,39.0,42.25,38.25,38.75,39.0,39.25,39.25,39.5,39.5,41.25,38.0,39.5,40.25,40.25,40.5,39.5,40.25,41.75,38.5,39.75,40.5,41.75,40.75,40.25,40.5,41.75,39.5,40.0,41.0,41.5,41.0,40.25,40.5,41.5,39.25,40.0,41.0,41.0,40.75,40.25,40.5,41.5,39.25,39.5,40.25,40.0,40.25,40.0,40.25,41.75,39.25,39.25,38.75,38.75,39.0,39.0,39.25,41.75
2026-02-19T23:11:48.384506Z,empty,34.25,34.75,34.5,34.5,34.5,34.5,35.25,37.5,34.0,34.5,34.75,34.75,34.75,35.0,35.25,36.75,34.5,35.5,35.75,35.5,35.75,35.5,35.75,37.0,34.5,35.5,35.5,36.5,36.25,35.75,36.0,37.0,35.0,35.0,35.75,37.0,36.5,35.75,35.75,37.25,35.0,35.5,35.75,36.75,36.25,35.75,36.25,37.5,35.0,35.5,35.75,35.5,35.75,35.5,36.75,37.5,35.25,35.0,35.0,35.0,35.0,35.25,36.0,37.25
2026-02-19T23:11:49.346815Z,empty,31.5,31.5,31.0,31.25,31.25,31.0,31.5,33.25,30.75,31.0,31.25,31.75,32.0,31.75,31.75,33.25,31.0,31.25,32.0,32.25,32.25,31.75,32.0,33.25,30.75,32.0,31.75,33.25,32.25,32.0,32.5,33.25,31.5,31.75,32.0,33.0,32.25,31.75,31.75,32.25,31.5,31.5,32.25,31.75,32.5,32.25,32.25,33.25,32.0,32.0,32.5,31.25,32.0,31.75,33.25,33.5,36.75,33.75,31.5,31.75,31.25,31.5,32.5,33.75
2026-02-19T23:11:50.228666Z,empty,29.0,29.25,28.5,28.5,29.0,28.5,29.75,30.75,29.75,29.25,29.0,28.5,29.5,28.75,29.0,30.75,29.0,29.5,29.25,29.75,29.75,29.5,29.5,30.5,29.0,29.5,29.5,30.75,29.5,29.5,30.25,30.75,28.75,29.25,30.0,30.5,29.5,29.25,29.5,30.5,29.0,29.0,29.75,30.25,29.75,29.5,29.75,30.5,29.5,29.75,29.75,29.5,29.5,29.5,30.0,31.0,32.25,30.0,29.5,29.25,29.25,29.0,30.0,30.75
2026-02-19T23:11:50.991705Z,empty,27.25,27.25,27.75,27.0,27.0,27.5,28.0,28.5,27.0,27.5,27.5,28.0,27.5,27.25,27.0,28.75,26.75,27.0,27.5,28.25,28.0,27.5,27.0,28.25,27.25,27.75,27.75,29.0,27.75,27.75,28.0,28.75,27.25,27.75,28.5,28.75,28.0,27.5,27.75,28.5,27.5,27.5,27.75,28.25,27.75,27.75,28.5,28.5,28.0,28.0,28.25,27.75,27.75,27.25,28.5,28.5,31.0,28.5,27.25,28.0,27.25,27.75,28.25,29.25
2026-02-19T23:11:52.348051Z,empty,26.75,27.0,26.0,26.0,26.0,26.0,26.25,27.5,26.25,26.0,26.5,25.75,26.25,26.0,25.75,27.0,25.5,26.0,26.5,26.75,26.5,26.0,26.25,27.0,26.0,26.25,26.75,27.75,27.0,26.5,26.75,27.25,26.75,26.5,27.0,27.5,27.0,26.25,26.5,27.25,26.0,26.5,26.75,27.0,26.5,26.25,27.0,27.5,27.25,27.25,26.75,26.25,26.75,26.0,27.0,27.25,29.75,27.25,26.5,26.25,26.0,26.25,27.0,26.75
2026-02-19T23:12:15.070822Z,empty,25.0,24.75,25.25,25.0,25.0,25.25,25.25,25.5,25.0,25.5,25.5,24.5,24.75,24.5,25.0,25.5,25.0,25.25,25.5,25.75,25.5,25.25,25.5,25.5,25.0,25.75,25.5,26.5,25.5,25.5,25.5,26.0,25.0,25.5,25.75,26.5,25.5,25.0,25.5,25.75,25.75,25.25,25.5,26.25,25.5,25.5,25.75,26.0,25.5,25.75,25.75,25.5,25.25,24.75,26.0,26.0,28.5,26.25,24.75,24.5,25.25,24.75,26.0,26.0
2026-02-19T23:12:16.076684Z,empty,22.0,22.25,22.0,22.25,21.75,22.0,22.0,21.5,21.75,21.75,22.0,21.5,21.75,21.5,22.25,22.25,21.75,22.25,21.75,22.0,22.5,21.75,22.0,22.25,21.25,22.25,22.0,23.25,22.25,22.0,22.5,22.25,22.0,22.0,22.5,23.75,22.0,21.75,21.75,21.75,22.25,22.0,22.25,23.75,22.0,22.25,22.25,21.5,22.0,22.0,22.25,22.25,22.75,21.5,22.25,22.0,22.5,22.0,22.0,21.75,22.0,21.5,22.5,22.5
2026-02-19T23:12:17.130632Z,empty,22.5,22.0,22.0,21.75,21.75,22.0,21.75,21.75,21.5,21.75,22.0,21.75,22.0,21.5,21.75,22.0,22.25,22.0,22.0,22.0,22.25,21.5,21.5,21.75,22.0,22.5,22.5,23.5,22.5,22.0,22.0,22.0,22.25,22.25,22.5,23.5,22.0,22.0,22.0,21.75,21.75,22.0,22.0,23.25,22.0,22.25,22.25,21.75,22.0,21.75,22.5,22.25,22.0,21.75,21.75,21.75,22.5,22.25,21.75,22.0,21.25,21.75,21.75,21.25
2026-02-19T23:12:17.934376Z,empty,21.5,22.25,21.75,21.5,21.5,22.0,22.0,22.25,22.25,21.75,21.75,21.5,22.0,21.5,21.5,22.0,21.5,21.75,22.0,22.0,22.25,22.0,21.75,21.5,22.0,22.25,21.25,22.75,22.25,21.75,22.5,22.25,22.0,22.0,22.5,23.0,22.0,21.5,22.0,21.75,21.75,22.0,22.0,23.25,21.75,22.0,21.5,21.5,21.75,22.25,21.75,22.0,22.25,21.5,21.75,21.0,22.75,22.5,21.75,22.0,21.5,21.5,20.75,21.5
2026-02-19T23:12:19.030721Z,empty,21.75,21.75,21.25,21.5,21.5,21.25,21.0,22.25,22.0,21.5,22.25,21.0,21.75,21.0,21.25,21.5,22.0,22.0,22.0,21.5,21.75,21.5,21.5,21.5,21.75,22.0,21.75,23.0,22.25,21.75,22.25,21.75,21.5,22.0,21.75,22.75,22.25,21.0,21.0,21.25,21.75,21.75,21.5,23.25,22.25,21.5,21.75,21.25,21.75,21.75,21.75,21.75,21.75,21.5,21.25,21.0,22.25,22.0,21.5,22.25,21.75,21.5,21.5,21.25
2026-02-19T23:12:19.698704Z,empty,21.0,22.25,21.5,21.25,21.75,21.25,21.5,21.5,21.75,21.75,21.75,21.5,22.0,21.75,22.0,21.5,21.25,22.0,22.0,22.0,22.0,21.25,21.5,21.25,21.75,22.0,22.0,23.25,22.25,21.5,22.25,21.25,21.75,22.25,22.0,23.5,22.5,21.75,21.5,21.5,21.5,22.25,22.25,23.5,21.5,21.75,21.5,21.75,21.5,21.5,22.0,21.75,22.25,21.5,21.25,21.25,21.75,22.25,21.75,21.5,21.75,21.5,21.75,21.75
2026-02-19T23:12:20.393833Z,empty,21.75,22.0,21.75,21.75,21.75,21.5,21.75,21.75,21.5,22.0,22.0,21.75,21.75,22.0,21.25,22.25,21.75,22.5,22.25,21.75,22.0,21.75,22.0,21.25,21.25,21.75,21.75,23.25,22.5,21.75,22.0,21.75,22.0,22.25,22.0,23.5,22.5,21.75,21.5,21.5,21.5,22.0,22.0,23.25,21.75,21.75,21.25,21.75,21.5,21.75,21.25,22.0,22.25,21.25,21.75,21.75,22.25,21.75,21.5,22.0,21.75,21.5,21.5,21.5
2026-02-19T23:12:21.013797Z,empty,21.25,22.5,21.75,21.5,21.5,21.75,21.75,21.75,21.5,21.75,21.75,21.5,22.0,21.25,21.75,21.75,21.75,22.25,21.75,22.0,21.75,21.5,21.75,21.75,21.25,21.75,22.0,23.0,21.75,21.75,22.25,21.75,22.0,22.0,22.25,23.5,22.25,21.75,21.75,21.5,21.75,21.0,22.5,23.5,22.0,21.5,21.5,21.5,21.25,21.5,22.0,21.75,21.75,21.25,21.75,21.5,22.5,21.75,21.75,21.5,21.75,21.75,21.0,21.25
2026-02-19T23:12:22.903243Z,empty,22.0,22.25,21.5,21.75,22.0,21.5,21.5,21.75,21.75,22.0,21.5,21.5,22.0,21.5,21.0,22.0,21.75,22.0,22.0,21.5,22.25,21.5,21.5,21.5,21.5,22.25,22.0,23.5,22.25,21.75,22.0,22.0,22.0,22.25,22.0,23.5,22.5,21.5,21.5,21.75,21.75,22.0,22.25,23.5,21.5,22.0,22.0,21.75,22.0,21.75,22.0,22.0,22.0,21.5,22.25,21.25,21.75,22.25,21.5,21.75,21.5,21.5,21.75,21.0
2026-02-19T23:12:23.804100Z,empty,21.75,21.75,22.0,22.25,22.0,21.5,22.0,22.0,21.5,21.5,22.0,21.5,22.25,21.75,21.75,22.25,22.25,22.0,22.5,22.0,22.0,21.5,22.0,21.75,22.25,22.0,22.0,23.0,22.5,22.0,22.5,22.5,22.25,22.25,22.5,23.25,22.25,21.75,21.75,22.0,22.0,22.0,22.0,23.25,22.25,22.0,22.0,21.5,22.25,22.0,22.25,22.25,22.25,22.0,22.25,21.75,22.0,22.25,21.5,22.0,21.25,21.75,22.0,22.0
2026-02-19T23:12:24.740686Z,empty,22.0,22.5,21.75,21.75,21.75,21.75,22.0,21.75,21.75,21.5,22.25,21.75,21.75,22.0,21.75,22.0,21.75,22.25,22.5,22.0,22.25,21.75,22.0,21.5,22.25,22.5,22.5,23.5,23.0,22.25,22.0,22.25,22.0,22.75,22.75,23.25,22.5,21.75,22.0,22.25,21.75,21.75,22.5,23.5,22.25,22.0,22.25,22.0,22.75,22.5,22.75,22.25,22.0,21.75,22.5,21.75,22.0,22.0,22.0,22.0,21.75,21.5,22.25,22.25
2026-02-19T23:12:27.414104Z,empty,22.5,22.25,22.0,21.75,21.5,22.25,22.0,21.5,22.0,22.25,22.25,21.75,22.5,21.5,21.75,22.0,22.0,22.0,22.5,22.25,22.5,21.75,21.75,21.75,22.0,22.5,22.5,23.75,22.5,21.75,22.5,22.25,22.5,22.25,22.5,23.25,22.25,21.75,22.25,22.0,22.0,22.0,22.5,23.5,22.25,22.25,22.25,21.75,21.75,22.0,22.0,22.5,22.25,21.5,22.25,21.5,22.0,22.0,21.75,21.75,21.25,21.75,22.5,22.0
2026-02-19T23:12:28.404572Z,empty,22.5,22.0,22.0,22.5,22.0,22.25,22.0,22.0,22.5,22.25,22.0,21.75,22.25,22.25,21.5,22.5,21.75,22.25,22.5,21.75,22.75,22.25,22.25,21.75,21.5,22.5,22.75,23.0,22.25,22.0,22.5,21.5,22.25,22.25,23.5,23.0,22.25,21.75,21.5,22.25,21.75,22.0,22.75,23.0,21.75,22.25,21.75,22.0,22.0,21.75,22.25,22.25,22.25,21.5,21.75,22.0,21.75,22.75,21.75,21.75,21.75,21.5,22.0,21.25
2026-02-19T23:12:29.250193Z,empty,22.5,22.25,21.75,21.5,22.0,21.5,21.75,22.25,22.0,22.25,21.75,21.25,22.25,22.0,21.75,21.75,22.5,22.0,22.0,22.5,22.25,22.25,22.25,22.25,22.0,22.25,22.5,23.25,22.25,22.25,22.5,21.75,22.5,22.25,23.5,22.5,22.25,21.75,22.25,22.25,21.75,22.0,22.75,23.0,22.0,22.0,22.25,21.75,22.0,21.75,22.25,21.75,21.75,21.75,22.0,21.75,21.5,22.0,21.5,21.5,22.0,22.0,22.5,21.5
2026-02-19T23:13:19.844096Z,empty,22.25,22.5,21.75,22.0,21.75,22.0,21.75,22.25,21.75,22.0,22.0,21.75,22.0,21.75,21.25,22.5,22.25,22.5,22.0,22.5,22.25,21.75,21.5,22.0,22.0,22.0,22.25,23.0,22.0,22.5,22.75,22.0,22.0,22.0,22.75,23.0,22.25,21.5,21.75,21.25,22.0,22.0,22.5,23.25,21.75,21.75,21.75,21.5,22.0,22.0,21.75,22.25,22.5,21.25,21.5,21.5,21.5,22.25,22.25,22.25,22.0,21.75,21.75,21.0
2026-02-19T23:13:21.134773Z,empty,22.0,22.25,22.25,22.0,22.0,22.0,22.25,22.5,22.5,21.75,22.0,22.0,22.25,22.0,21.5,22.5,22.0,21.75,22.0,22.25,22.5,22.0,22.5,22.25,21.75,22.5,22.0,22.5,22.0,22.5,23.0,22.75,22.0,22.5,22.25,23.25,22.75,22.0,22.0,22.25,22.5,22.0,22.25,23.0,23.5,22.25,22.25,22.0,22.0,22.0,22.0,22.25,23.25,22.0,22.5,22.0,21.5,22.25,21.75,21.75,21.5,22.25,21.75,21.75
2026-02-19T23:13:21.861179Z,empty,22.25,22.25,22.0,21.75,22.5,22.25,22.0,22.75,22.25,22.0,22.0,21.5,22.5,22.0,21.75,22.25,22.0,22.25,22.0,21.75,22.25,22.0,21.75,22.5,21.75,22.25,22.0,22.5,22.0,22.25,22.5,22.25,22.25,22.25,22.5,23.25,22.75,22.0,22.0,21.75,22.25,22.0,22.5,22.75,23.0,22.25,22.75,22.0,21.75,22.0,22.25,22.25,22.75,21.5,22.0,21.75,21.5,22.0,22.25,22.25,22.0,21.75,21.5,21.5
2026-02-19T23:13:22.624683Z,empty,21.75,21.75,22.0,21.75,21.75,22.0,21.75,22.5,22.25,22.0,22.0,21.5,22.25,21.5,21.75,22.25,22.25,22.25,22.25,21.5,22.25,22.0,22.0,21.75,22.0,22.25,22.0,22.25,22.0,22.0,22.75,22.0,21.75,22.0,22.5,23.25,22.5,21.75,21.75,21.75,22.25,22.25,22.0,22.75,23.0,22.5,22.0,22.25,21.75,21.75,22.0,21.75,23.5,22.0,22.25,22.0,22.0,22.25,21.25,22.0,21.5,21.0,21.25,21.0
2026-02-19T23:13:23.243575Z,empty,21.5,22.25,21.75,21.75,21.75,21.75,21.75,22.25,22.0,21.5,21.75,21.75,22.25,21.75,21.75,22.25,22.0,22.0,22.5,22.0,22.0,21.75,22.0,21.25,21.75,22.0,22.0,22.0,22.0,22.0,22.25,22.0,21.75,21.75,22.25,22.75,22.5,21.75,22.5,21.5,21.5,22.0,22.0,22.5,23.0,22.0,22.0,21.5,21.75,22.0,22.0,22.0,23.5,21.5,21.75,22.5,21.75,21.75,21.75,21.25,22.0,21.5,21.0,21.25
2026-02-19T23:13:24.028095Z,empty,21.75,22.5,21.5,21.75,22.0,22.0,22.25,22.75,22.0,22.0,22.25,21.25,21.75,22.0,21.75,22.5,22.25,22.0,22.25,21.75,22.25,21.25,22.0,21.75,22.25,22.0,22.0,22.25,22.0,22.0,22.25,22.25,22.0,22.5,22.5,23.0,22.75,21.75,22.0,22.0,21.75,21.5,22.5,23.0,23.25,22.0,22.0,21.75,22.0,21.75,22.0,21.75,23.25,21.5,21.75,22.5,22.25,22.0,22.0,22.25,21.5,21.5,21.5,22.0
